p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
7.262695475479904e-13,-1.6098603650135528,1,1,3.161736826713403e-12,0,ELMO2
2.550525641866442e-07,-1.819587668691581,1,1,7.166766266401573e-07,0,PNMA1
2.5837697573018558e-05,-5.244679616585723,1,1,5.7605358523451204e-05,0,MMP2
1.184953891474218e-43,4.393149653591708,1,1,1.4703807412453802e-42,0,KLHL14
5.033911895650755e-31,1.9852391816426862,1,1,4.3998201658644136e-30,0,KBTBD8
0.007265104894485495,-1.8713546640996188,1,1,0.009607684419000655,0,FAT4
0.00030448715388737955,5.9369492616183726,1,1,0.0005607828842817444,0,ARID3C
0.0,6.054536329611395,1,1,0.0,0,BANK1
0.022232886175819307,-1.834413469641063,1,1,0.025426105952837418,0,PIR
6.640094534848788e-30,-5.878533819881113,1,1,5.630005341268299e-29,0,CXCL13
0.011033896387822682,-1.8815031439646608,1,1,0.013824869714304808,0,KIAA1199
1.3981461906240503e-07,2.923576772444383,1,1,4.0595192554413074e-07,0,SYN3
0.009757126778672558,-1.0907300694593127,1,1,0.012378444420703993,0,SERPINF1
5.348305376809366e-10,1.3966195694517147,1,1,1.974401550613664e-09,0,WDR34
0.0037922315771929615,1.6432422157891433,1,1,0.005428878889455187,0,HIGD1B
1.197119107071425e-52,3.4815636569180697,1,1,1.7851776158082653e-51,0,USP6NL
1.3271231634866344e-09,2.772509313803427,1,1,4.754708910278775e-09,0,C11orf93
0.0063453116795791084,-3.029266375867229,1,1,0.008537419750917676,0,TEK
1.924485575653144e-05,-3.2001502235223955,1,1,4.3650773563847165e-05,0,CD160
6.870467483871258e-05,-1.227697270806856,1,1,0.0001438398364849894,0,ALDOC
7.240186399520656e-114,-5.704648789878388,1,1,2.4372904711257654e-112,0,CST7
1.244305976006444e-51,1.0355885313715496,1,1,1.823551861388754e-50,0,SELL
0.009604959882386951,-1.2430879649196775,1,1,0.012226455859272047,0,GBP7
6.835270094181436e-07,-1.1124039186078691,1,1,1.8356965497801645e-06,0,ABR
0.015393509182425765,3.5169131436099237,1,1,0.01849396862906276,0,PCDHA13
1.7611340278543013e-10,-1.0821843968657738,1,1,6.690341558329189e-10,0,CD38
0.030339769057021456,-3.37075216117624,1,1,0.03299910901915321,0,TNNT3
0.0024221631859951704,-2.7465769874505273,1,1,0.003632710556852042,0,PLEKHG4
0.032180139595638896,-2.777996870015896,1,1,0.03471207951306226,0,AGPHD1
4.858056151905384e-09,1.435114992601231,1,1,1.635385239255278e-08,0,CHST15
0.0006972623714808553,-1.0856982844392247,1,1,0.0011919014897108639,0,GPN2
3.978889580050571e-76,-2.1533870901923065,1,1,8.900147744849962e-75,0,RARRES3
0.0006520616724516454,-1.7512992892249717,1,1,0.0011208340173587434,0,PLXNA1
0.021067508463106642,-8.535507712552736,1,1,0.02428119619476698,0,MMP16
0.039810339004185506,-2.021121068093587,1,1,0.04154547348503092,0,EMILIN1
1.0876123216585764e-12,-1.5466652738238378,1,1,4.686795809428593e-12,0,CHFR
7.166925702152319e-05,-2.311042604370706,1,1,0.00014914204839404924,0,COL18A1
0.04976450833685334,2.571062695591759,1,1,0.049793798806739654,0,PRAMEF7
3.0395010486504277e-12,2.620432904674933,1,1,1.2742667774859992e-11,0,CLCN4
6.837522856528949e-05,-1.0012856581204328,1,1,0.00014332661968063148,0,USP42
3.607463085864045e-05,-1.3093662488515994,1,1,7.897858655465392e-05,0,EMC8
0.004830501273420254,-1.9772362773014556,1,1,0.0067282688773571755,0,LOC654342
0.005165587180860345,-3.241619839025386,1,1,0.007119171631505948,0,UNC13B
0.0008842537520489764,-2.969092628329197,1,1,0.0014744790372567531,0,SDC2
0.0249529501484038,-1.2538969209541198,1,1,0.028148649802446225,0,HABP4
8.824309513461592e-16,1.2094462077337471,1,1,4.545856416025669e-15,0,RP9
